,Number of Beds,FTE - Employees on Payroll,Inpatient Revenue,Outpatient Revenue
4597,25.0,122.42,18351917.0,41740183.0
4598,25.0,112.02,3044295.0,31563636.0
4599,64.0,748.87,88322409.0,289769640.0
4600,72.0,147.59,35333210.0,11094745.0
4601,275.0,1406.25,721230068.0,1025843080.0
4602,386.0,1662.94,1695791813.0,1140146758.0
4603,165.0,670.18,731579518.0,450583656.0
4604,78.0,96.23,15182700.0,451200.0
4605,207.0,750.1,117581987.0,1856560.0
4606,25.0,133.93,9972366.0,67853236.0
4607,20.0,112.05,14207150.0,64586653.0
4609,56.0,359.34,172994457.0,335186320.0
4610,377.0,1696.98,1137212797.0,1153840682.0
4611,25.0,102.0,6900290.0,21913447.0
4612,21.0,95.62,8136807.0,18320046.0
4613,25.0,235.29,25349566.0,130920872.0
4614,24.0,171.94,27208969.0,57916977.0
4615,120.0,577.47,66574348.0,206569062.0
4616,309.0,3029.13,959578324.0,899464465.0
4618,78.0,590.45,77005516.0,44198361.0
4619,49.0,93.82,53118450.0,1009867.0
4620,25.0,293.82,29642110.0,159105350.0
4621,331.0,755.76,85687921.0,14672.0
4622,118.0,309.7,245496932.0,5788295.0
4623,20.0,15.47,1484514.0,2814.0
4626,25.0,85.36,5732685.0,28263500.0
4627,25.0,172.61,5434523.0,40700927.0
4628,22.0,156.32,7086170.0,47607265.0
4629,25.0,125.89,11888547.0,53143740.0
4630,140.0,436.53,52654086.0,123648492.0
4631,93.0,702.61,98600086.0,144459575.0
4632,41.0,1113.89,44368103.0,491955707.0
4633,25.0,220.49,10832281.0,54254592.0
4634,202.0,234.68,40108326.0,5477166.0
4635,60.0,279.8,156585247.0,292438184.0
4636,65.0,513.7,94654066.0,403373781.0
4637,25.0,225.3,10518868.0,59549690.0
4638,150.0,755.8,149515646.0,31468345.0
4639,172.0,748.66,214133288.0,265341180.0
4640,24.0,50.95,8958385.0,12958428.0
4641,68.0,715.17,135621303.0,264074352.0
4643,87.0,569.0,111424374.0,272466561.0
4645,20.0,104.59,129125959.0,76976463.0
4646,24.0,309.0,18459216.0,89092831.0
4647,109.0,344.8,377092232.0,7009872.0
4648,25.0,133.32,7560871.0,50737045.0
4649,30.0,94.76,2819702.0,32469138.0
4650,14.0,44.9,760327.0,8291684.0
4651,50.0,558.07,43233193.0,221786131.0
4652,334.0,1897.75,881693871.0,520164389.0
4653,17.0,123.33,5417527.0,23511295.0
4654,481.0,2032.61,933205262.0,453801625.0
4655,105.0,525.0,212937798.0,172118567.0
4656,25.0,102.42,7242825.0,13583611.0
4657,25.0,155.15,10844136.0,40606562.0
4658,158.0,490.61,153534474.0,6685004.0
4660,210.0,329.83,83498249.0,4069413.0
4661,25.0,138.96,24719659.0,103587824.0
4662,101.0,653.92,139091433.0,130953976.0
4663,43.0,491.9,55267577.0,174162803.0
4664,160.0,3386.07,315405909.0,878393622.0
4666,18.0,704.2,45587789.0,104494233.0
4667,106.0,415.0,52484469.0,55671345.0
4668,235.0,1512.83,497897701.0,619321149.0
4669,221.0,1549.92,461909879.0,311441716.0
4670,137.0,790.29,355281983.0,393824017.0
4671,301.0,775.69,429162885.0,354587742.0
4673,25.0,80.98,2820168.0,13427065.0
4674,25.0,255.99,43549834.0,172070251.0
4675,14.0,50.94,986943.0,9140061.0
4676,187.0,1076.08,557865832.0,789215833.0
4677,12.0,61.82,3954123.0,8747983.0
4678,25.0,41.1,1830774.0,11194141.0
4679,14.0,77.14,5662032.0,11003492.0
4680,11.0,72.06,2592269.0,13978794.0
4681,27.0,81.65,4446000.0,91500.0
4682,25.0,112.28,3079063.0,19413179.0
4683,99.0,263.04,135592115.0,100620653.0
4684,25.0,84.46,3174421.0,20238547.0
4685,101.0,1046.22,273604470.0,409789110.0
4686,233.0,1001.01,1000485884.0,575182011.0
4689,19.0,234.92,14279759.0,63693507.0
4690,25.0,150.18,11601293.0,38665268.0
4691,161.0,1489.2,708161064.0,203249819.0
4692,251.0,1395.0,724724718.0,469484274.0
4693,49.0,550.11,37448423.0,295879728.0
4694,26.0,116.07,10011137.0,45551545.0
4695,20.0,253.17,15401459.0,81799768.0
4696,236.0,1716.0,342167884.0,681211741.0
4697,184.0,738.17,260936636.0,3360950.0
4698,121.0,780.04,138471584.0,336271173.0
4699,67.0,400.2,97402940.0,187473011.0
4700,14.0,187.08,8389930.0,23736847.0
4701,260.0,2217.8,548489492.0,483772515.0
4702,20.0,162.42,9390823.0,7564177.0
4704,95.0,982.54,238529899.0,403354593.0
4705,282.0,2329.29,531856742.0,902766988.0
4706,123.0,611.03,268422259.0,392277069.0
4707,148.0,468.4,169915339.0,679943986.0
4708,30.0,269.5,128747306.0,181503584.0
4709,20.0,16.46,1560433.0,316.0
4710,2.0,10.46,503674.0,4030.0
4712,474.0,2897.94,1371309181.0,1389372000.0
4713,438.0,2693.0,562819201.0,1019264684.0
4714,25.0,105.06,5041593.0,22775350.0
4715,160.0,2485.93,157934199.0,367042006.0
4716,364.0,4277.9,1022703144.0,1196480496.0
4717,386.0,2094.1,382113712.0,371472206.0
4718,49.0,348.3,31460326.0,68433447.0
4719,17.0,720.4,30998718.0,429721083.0
4720,45.0,424.9,39962291.0,86793283.0
4721,196.0,1425.14,529481486.0,386040572.0
4722,216.0,1098.35,360685684.0,329179878.0
4723,34.0,292.85,52049067.0,191464944.0
4724,83.0,412.98,115174217.0,102677009.0
4725,229.0,1014.58,428813024.0,605617436.0
4726,298.0,2764.1,1184523178.0,1406165725.0
4727,25.0,318.25,11873992.0,81656065.0
4728,18.0,189.92,56535394.0,71583470.0
4729,40.0,366.0,36417681.0,140151226.0
4730,60.0,247.85,192563447.0,105601264.0
4731,25.0,172.85,8996085.0,46038943.0
4732,25.0,184.63,45958379.0,154701887.0
4733,25.0,146.0,25566777.0,27904426.0
4735,49.0,105.86,16578847.0,33661242.0
4736,24.0,103.97,10424566.0,25542759.0
4737,40.0,90.02,11296516.0,95047787.0
4738,15.0,59.8,1508219.0,8460273.0
4740,25.0,109.95,7414395.0,29135194.0
4741,283.0,1146.23,1050524748.0,987261081.0
4742,295.0,1535.38,1529550064.0,986229867.0
4743,120.0,507.91,539618909.0,446493097.0
4744,298.0,2601.64,1183826601.0,649960597.0
4745,319.0,2802.49,832449807.0,777302996.0
4746,21.0,131.14,8302594.0,53778216.0
4747,122.0,226.01,73529330.0,5632350.0
4749,25.0,506.13,13860022.0,40881602.0
4752,12.0,365.04,27429980.0,106254787.0
4753,15.0,67.69,1484663.0,3098129.0
4755,48.0,627.91,11706820.0,34219654.0
4756,58.0,152.0,97965795.0,9017472.0
4757,58.0,723.5,79719375.0,269450701.0
4758,102.0,645.4,125818983.0,211339063.0
4759,11.0,77.9,8690790.0,12016969.0
4761,273.0,1753.15,1272962738.0,1126561905.0
4762,290.0,2012.2,1026378880.0,1280753757.0
4763,167.0,445.54,235643374.0,98473859.0
4764,59.0,355.32,226335383.0,188587605.0
4765,25.0,567.97,62546814.0,185103218.0
4766,10.0,69.44,2933347.0,17141487.0
4767,21.0,88.03,3582992.0,19408746.0
4768,60.0,456.84,142347167.0,486574578.0
4769,176.0,960.01,322823765.0,726309634.0
4770,148.0,926.31,282081447.0,704675867.0
4772,25.0,355.78,13590724.0,106986216.0
4773,25.0,179.39,5481578.0,24520764.0
4775,86.0,944.0,526632196.0,531311521.0
4776,22.0,44.77,4041571.0,8953922.0
4777,72.0,111.2,42236000.0,1960250.0
4778,25.0,101.93,445331.0,18685233.0
4779,106.0,273.31,24394850.0,221318.0
4780,22.0,132.84,2510373.0,34869560.0
4781,25.0,140.78,11428925.0,55846148.0
4783,25.0,104.6,6131563.0,21496850.0
4784,90.0,314.32,72627597.0,145898387.0
4785,46.0,248.63,31595169.0,156621007.0
4786,731.0,3513.96,439195395.0,454096885.0
4787,81.0,344.77,86233867.0,226075446.0
4788,88.0,277.86,46798685.0,159341141.0
4790,12.0,175.44,5866081.0,59888860.0
4791,25.0,218.69,18858043.0,101390402.0
4792,16.0,37.38,595337.0,6428378.0
4793,344.0,3092.25,1498179980.0,1156404288.0
4794,25.0,185.21,33284689.0,127858751.0
4795,60.0,552.1,45030367.0,134268842.0
4796,98.0,353.6,216588453.0,279111265.0
4797,286.0,1359.2,1281469246.0,921446197.0
4798,24.0,52.91,1910258.0,7252380.0
4799,191.0,781.25,250245157.0,437011945.0
4800,25.0,163.88,5493517.0,37746271.0
4801,25.0,351.83,7269263.0,103756721.0
4804,134.0,681.25,125561127.0,237512550.0
4805,227.0,1564.04,580877334.0,969247791.0
4806,41.0,107.07,4357196.0,7826098.0
4807,82.0,49.72,16824946.0,4950715.0
4808,42.0,136.98,65692024.0,10532095.0
4809,36.0,76.87,39809799.0,1071.0
4810,25.0,250.68,12307761.0,74838031.0
4813,22.0,70.47,1382664.0,19241377.0
4814,25.0,155.87,24373768.0,64773314.0
4815,8.0,73.92,1791457.0,12200996.0
4816,11.0,42.07,751274.0,6787869.0
4817,15.0,98.43,4759229.0,11430286.0
4819,25.0,259.36,8315557.0,85230107.0
4820,22.0,195.84,15196556.0,121618785.0
4821,43.0,417.2,39152511.0,45326299.0
4822,74.0,494.4,108720507.0,144964677.0
4824,14.0,53.0,644488.0,2356192.0
4825,25.0,139.51,10371383.0,410257258.0
4826,90.0,120.5,47797050.0,679495.0
4827,25.0,166.08,14547371.0,52119924.0
4828,114.0,289.1,388401599.0,552404322.0
4829,65.0,776.54,77787201.0,333373327.0
4830,24.0,58.8,16534648.0,9631100.0
4831,25.0,189.0,15587651.0,108312198.0
4832,24.0,122.32,2129406.0,32448283.0
4834,203.0,679.02,339798412.0,289711324.0
4835,25.0,43.78,1206606.0,6827564.0
4836,115.0,848.88,269530750.0,491241435.0
4838,9.0,97.95,4425048.0,21695233.0
4839,18.0,106.09,10167964.0,32181605.0
4840,73.0,100.35,65827642.0,1000.0
4841,208.0,3372.28,801707951.0,536439383.0
4842,25.0,175.1,20877912.0,97664723.0
4843,22.0,110.0,8893725.0,1121271.0
4845,379.0,2920.06,319863584.0,336825706.0
4847,164.0,850.3,229899982.0,147965761.0
4848,25.0,159.5,9325838.0,40846011.0
4849,14.0,127.16,6594212.0,23179590.0
4851,254.0,1401.86,1214815805.0,927817447.0
4853,25.0,110.99,12030008.0,10453738.0
4854,152.0,1385.37,343001782.0,236615453.0
4855,273.0,1481.7,820848102.0,706329328.0
4856,25.0,121.81,10654801.0,66562043.0
4857,12.0,114.62,3107905.0,28493207.0
4858,16.0,68.0,5889098.0,12806525.0
4859,125.0,1010.25,207813096.0,426530487.0
4860,16.0,67.95,2686387.0,10029401.0
4861,25.0,151.77,8408549.0,39707191.0
4863,130.0,947.61,805442363.0,638548899.0
4865,82.0,335.53,359661120.0,361461530.0
4866,116.0,250.88,43913675.0,4698560.0
4867,138.0,313.69,69919247.0,4923600.0
4868,25.0,103.85,1758128.0,10201934.0
4869,25.0,182.65,15977134.0,62910601.0
4871,25.0,126.03,4095993.0,41151841.0
4872,25.0,49.28,2000158.0,2390445.0
4873,15.0,90.16,7866910.0,23428100.0
4874,25.0,134.22,14613425.0,23179335.0
4875,25.0,134.99,31887183.0,36081744.0
4876,25.0,260.04,17753987.0,94932872.0
4877,25.0,53.82,4126340.0,4871778.0
4879,206.0,911.69,804213983.0,965081280.0
4880,46.0,97.38,59956525.0,12526948.0
4881,25.0,356.46,22303145.0,102622944.0
4882,162.0,449.0,648881221.0,342761645.0
4883,343.0,1422.1,1843649925.0,249216837.0
4884,25.0,166.03,8286885.0,67184068.0
4885,25.0,544.98,28641478.0,218006139.0
4887,25.0,131.78,13522303.0,40310373.0
4889,413.0,5492.11,786303914.0,1206301680.0
4890,339.0,1938.41,1169285984.0,758417237.0
4892,52.0,197.05,76923267.0,229816398.0
4893,25.0,116.19,10094594.0,75206703.0
4894,13.0,24.86,4805339.0,62043.0
4895,50.0,463.71,125902673.0,230178650.0
4896,93.0,249.14,201156950.0,170873119.0
4897,25.0,288.08,21649849.0,119764830.0
4898,15.0,103.79,7889852.0,8550467.0
4900,185.0,1123.19,652366558.0,655009689.0
4901,175.0,706.2,76484624.0,112539524.0
4903,150.0,745.63,551940412.0,500141433.0
4904,240.0,674.0,1127020355.0,743302942.0
4906,226.0,1254.06,1386480715.0,769777888.0
4910,24.0,65.0,10402738.0,6719520.0
4911,81.0,226.1,28507334.0,57478332.0
4912,60.0,297.35,43088285.0,53052330.0
4913,134.0,744.66,313719006.0,175461481.0
4914,25.0,128.08,14827660.0,94632529.0
4915,142.0,1269.57,199542619.0,297091447.0
4916,162.0,653.86,537392697.0,517345722.0
4917,45.0,307.7,178182327.0,67345959.0
4918,171.0,1260.2,116550034.0,343835789.0
4921,49.0,120.22,104405955.0,3214040.0
4922,24.0,32.25,8025850.0,202925.0
4923,37.0,17.0,8711300.0,464837.0
4924,22.0,70.47,2454841.0,7784120.0
4925,225.0,2506.35,739299529.0,554745910.0
4926,243.0,1695.0,1438401581.0,860053531.0
4928,122.0,322.0,407252725.0,377076413.0
4929,83.0,1193.98,486920022.0,125439980.0
4931,25.0,332.25,21987476.0,98084276.0
4932,25.0,140.05,19488347.0,79210944.0
4933,25.0,271.0,7228589.0,86738874.0
4934,25.0,159.26,14427211.0,49091372.0
4935,25.0,189.73,6257456.0,49210251.0
4936,25.0,215.01,5275915.0,69162859.0
4937,15.0,72.9,6189125.0,27121011.0
4938,25.0,294.64,26747734.0,124678742.0
4940,434.0,1985.9,1889963213.0,1209740187.0
4942,268.0,1061.29,1098680406.0,762816410.0
4944,369.0,4286.09,1240290309.0,1036991365.0
4945,150.0,636.9,1132940359.0,658269653.0
4947,172.0,658.6,1108242880.0,596783586.0
4948,21.0,140.59,3748961.0,58720706.0
4949,25.0,167.33,8009518.0,40828526.0
4950,25.0,91.78,1689753.0,16961725.0
4951,25.0,135.15,10231197.0,55639471.0
4952,25.0,92.59,11712749.0,36750278.0
4953,32.0,86.53,20921364.0,9149700.0
4954,48.0,745.13,32131376.0,106131242.0
4955,19.0,227.85,9577382.0,77940362.0
4956,25.0,229.25,30571415.0,101376241.0
4957,15.0,242.8,10040687.0,73775882.0
4958,288.0,1533.52,518339769.0,706656307.0
4959,81.0,678.84,85683798.0,259164457.0
4960,324.0,3129.5,1363667516.0,706838433.0
4961,193.0,1459.34,208434112.0,517293433.0
4962,25.0,269.3,13856429.0,113974949.0
4964,24.0,83.0,4003339.0,4741402.0
4965,97.0,783.01,181536108.0,303787342.0
4966,37.0,207.03,34932475.0,116268849.0
4967,127.0,885.05,187358024.0,386918967.0
4968,177.0,1337.06,256030975.0,446703107.0
4969,132.0,561.3,153745633.0,251848350.0
4970,25.0,178.34,31653745.0,111826956.0
4972,37.0,398.08,79757676.0,277043393.0
4973,100.0,309.84,183934530.0,119016.0
4974,15.0,87.33,3918083.0,28740561.0
4975,38.0,176.51,5673031.0,50969376.0
4976,36.0,74.25,14638404.0,2484500.0
4977,19.0,161.0,9545050.0,5963421.0
4978,269.0,3070.0,246843791.0,388407892.0
4979,21.0,203.16,3830518.0,45644035.0
4981,398.0,3225.34,1622459439.0,549472548.0
4982,42.0,282.07,49770418.0,123904824.0
4983,25.0,108.19,3149676.0,35041755.0
4987,25.0,186.2,6691401.0,39469267.0
4988,90.0,187.38,35946091.0,2749700.0
4989,14.0,120.25,5712041.0,19394342.0
4990,53.0,310.08,54955971.0,253130646.0
4991,238.0,1441.0,832839463.0,1021503244.0
4992,36.0,339.06,349219559.0,120047350.0
4993,215.0,2418.9,1632132132.0,761766375.0
4997,17.0,202.52,21004317.0,25228083.0
4998,34.0,134.0,13582500.0,4393421.0
4999,53.0,378.42,127507017.0,240540931.0
5000,101.0,141.7,88983379.0,1608966.0
5001,131.0,839.91,251315694.0,475137369.0
5004,201.0,1027.04,332859997.0,333688666.0
5005,22.0,174.0,79056098.0,108811384.0
5006,110.0,259.8,292846758.0,1593112.0
5007,212.0,713.0,826136685.0,576653711.0
5008,326.0,1807.52,777202244.0,816375816.0
5009,43.0,65.11,36066962.0,200808538.0
5010,30.0,142.55,21144305.0,44565937.0
5011,272.0,1284.39,581056886.0,770854386.0
5012,66.0,543.25,94168654.0,204190235.0
5013,184.0,858.59,308170893.0,246535691.0
5014,49.0,155.84,29156117.0,46741640.0
5015,50.0,150.72,26064912.0,116842406.0
5016,130.0,424.5,661757639.0,492315392.0
5017,20.0,271.16,13875677.0,69997019.0
5018,103.0,187.07,44887420.0,4236690.0
5019,126.0,157.23,33908920.0,1262000.0
5020,298.0,2931.04,1104381189.0,1396898044.0
5021,150.0,2208.09,700524196.0,1136164833.0
5022,276.0,994.4,436983903.0,555299641.0
5023,227.0,2112.41,716813266.0,922413920.0
5024,334.0,1727.96,575571561.0,802652827.0
5025,359.0,2220.89,1035433076.0,900676496.0
5026,37.0,92.55,2974413.0,22910825.0
5027,25.0,121.0,16524189.0,63851303.0
5029,41.0,220.51,28587077.0,56679722.0
5030,36.0,139.0,6561554.0,97912650.0
5031,50.0,71.0,68111829.0,53678.0
5032,407.0,2617.56,451149487.0,819473594.0
5034,23.0,232.9,13458349.0,31313155.0
5035,132.0,872.2,62405909.0,203461107.0
5036,16.0,149.4,3122705.0,26934009.0
5037,111.0,421.37,115195534.0,227039919.0
5038,246.0,1638.26,436585599.0,475186626.0
5039,77.0,467.49,100579371.0,171718157.0
5041,116.0,442.32,179636750.0,186608976.0
5042,385.0,2134.73,814840285.0,796984897.0
5044,106.0,653.57,99869520.0,576904608.0
5045,24.0,153.14,162062691.0,120117315.0
5046,133.0,710.43,164179997.0,320343826.0
5047,131.0,849.16,154717173.0,430997029.0
5048,58.0,385.6,76376431.0,292445767.0
5049,39.0,259.4,64288027.0,242461027.0
5050,47.0,358.7,59775344.0,146439681.0
5051,101.0,510.27,127664983.0,282827710.0
5052,290.0,1740.53,503258232.0,660882784.0
5054,62.0,464.8,120774670.0,359618873.0
5055,96.0,435.81,281660368.0,447772510.0
5056,109.0,597.81,70843059.0,178954660.0
5057,88.0,439.98,125411722.0,384915533.0
5059,49.0,291.48,34901519.0,149460157.0
5060,56.0,588.76,93507115.0,222335812.0
5061,188.0,864.25,927448211.0,913536006.0
5062,387.0,1349.65,1165656402.0,909947991.0
5064,115.0,456.21,336392075.0,521227345.0
5065,301.0,1937.0,1325779424.0,1230360292.0
5066,80.0,243.01,200593571.0,280721675.0
5067,537.0,2508.24,1906721920.0,1108758678.0
5069,38.0,88.74,16129507.0,3257200.0
5070,38.0,51.0,6612718.0,2941550.0
5071,98.0,937.43,238340758.0,142942792.0
5072,110.0,251.59,57324273.0,1607707.0
5073,132.0,1056.0,164607395.0,168582568.0
5075,25.0,60.0,2772416.0,7405168.0
5077,679.0,4838.52,1439476489.0,1277403869.0
5078,97.0,848.64,192994326.0,392618208.0
5079,239.0,1328.0,221004716.0,366418646.0
5080,160.0,1241.11,244001476.0,587757945.0
5081,59.0,432.5,51158242.0,148827254.0
5084,154.0,506.03,102255641.0,187636443.0
5085,126.0,747.92,116143052.0,294100602.0
5087,30.0,222.01,42026455.0,209307131.0
5088,101.0,434.13,104640530.0,159810208.0
5089,106.0,650.13,121026045.0,151592339.0
5090,301.0,1695.62,597339820.0,713550541.0
5091,230.0,1076.14,693576734.0,549531080.0
5093,118.0,526.09,141127676.0,324501159.0
5094,42.0,211.42,21432883.0,14500669.0
5095,69.0,319.2,78636928.0,211643508.0
5096,627.0,4526.1,2016554309.0,1396356801.0
5097,370.0,3067.27,1142416602.0,1146482947.0
5100,41.0,218.3,146725902.0,325947356.0
5101,70.0,565.57,169916190.0,426416540.0
5102,25.0,113.06,10124706.0,28725594.0
5103,107.0,379.08,366474998.0,613944843.0
5105,330.0,1097.57,1168826729.0,952494581.0
5106,92.0,385.71,192286103.0,435716392.0
5107,45.0,200.24,60590930.0,286264256.0
5109,95.0,154.04,59588357.0,153024554.0
5110,105.0,409.46,287958849.0,302283881.0
5111,124.0,193.0,62342399.0,163213566.0
5112,251.0,1322.58,445803804.0,466766550.0
5113,240.0,1630.02,606348416.0,1053059805.0
5114,58.0,326.56,114497829.0,210922967.0
5115,45.0,359.61,43457020.0,78850817.0
5117,196.0,1709.5,560256295.0,953551432.0
5118,21.0,113.92,8370971.0,34019347.0
5119,134.0,819.11,598080357.0,753683437.0
5121,310.0,1550.3,1848360831.0,790001341.0
5122,274.0,1498.3,1639276588.0,1277008583.0
5123,148.0,1206.13,812980853.0,363907099.0
5124,51.0,113.93,18661275.0,48988890.0
5125,40.0,467.75,54053812.0,195122447.0
5126,120.0,959.0,412404005.0,334838160.0
5127,25.0,79.01,6310555.0,31240138.0
5128,145.0,424.46,166419258.0,238193521.0
5129,48.0,162.91,17520276.0,92118057.0
5130,562.0,5031.13,1701149349.0,1140052709.0
5131,90.0,451.88,108856181.0,179932807.0
5132,26.0,45.54,5655550.0,16795943.0
5133,30.0,120.39,3504027.0,43542594.0
5134,160.0,160.0,52412859.0,180047.0
5135,164.0,1257.83,232799548.0,690545144.0
5136,103.0,1176.65,169084466.0,360444458.0
5137,252.0,1940.54,467102225.0,412282216.0
5138,380.0,2290.31,593709371.0,539135319.0
5139,42.0,579.39,73940743.0,404260811.0
5140,291.0,2058.43,797304838.0,787701281.0
5141,370.0,2537.1,830748435.0,508213210.0
5142,421.0,2094.85,833838734.0,549029717.0
5143,495.0,4230.33,1454964089.0,1391864001.0
5144,25.0,105.27,10721352.0,19460206.0
5146,409.0,1566.42,724844887.0,875434850.0
5147,227.0,609.92,266375081.0,233334845.0
5148,226.0,641.87,263097511.0,233922987.0
5149,140.0,518.46,209260562.0,312037730.0
5150,389.0,1662.29,936306778.0,705089778.0
5151,177.0,770.04,362457102.0,302016792.0
5152,28.0,149.14,20000272.0,110104607.0
5153,54.0,179.27,99922423.0,84617110.0
5154,114.0,571.78,237397002.0,335688881.0
5155,58.0,332.07,149918110.0,181268725.0
5156,170.0,1054.81,682145415.0,518775576.0
5157,126.0,239.97,140170199.0,226223388.0
5159,78.0,426.35,323957869.0,179016715.0
5160,176.0,883.54,622627790.0,638095771.0
5162,181.0,1170.3,273390161.0,306797736.0
5163,143.0,640.7,158927507.0,255272018.0
5164,24.0,303.56,16123266.0,89591814.0
5167,140.0,373.66,506058220.0,525228602.0
5168,50.0,485.84,121111988.0,289227315.0
5169,134.0,874.26,222619362.0,282990134.0
5170,66.0,458.18,201917823.0,484901415.0
5171,41.0,468.53,175145266.0,311319914.0
5173,294.0,1136.7,1206828334.0,1030938978.0
5174,144.0,704.03,381925918.0,470138231.0
5175,220.0,1083.2,563917775.0,633328028.0
5176,39.0,209.01,33595437.0,109999469.0
5177,191.0,874.24,850057249.0,641089926.0
5178,106.0,566.0,370851530.0,491168929.0
5180,91.0,329.3,66342740.0,188899954.0
5181,204.0,1474.09,1179330354.0,1037256564.0
5182,371.0,1429.29,886527450.0,827038031.0
5183,41.0,239.54,22672089.0,60937165.0
5184,139.0,1055.26,310964993.0,400288689.0
5185,50.0,257.68,32241892.0,71076105.0
5186,30.0,227.33,11101442.0,35867407.0
5187,271.0,1295.87,389521394.0,339858426.0
5188,68.0,279.53,180325244.0,187623728.0
5189,25.0,145.33,9366750.0,29535309.0
5190,236.0,1132.0,885130489.0,440005821.0
5191,48.0,135.7,244490580.0,134423597.0
5192,25.0,305.15,17725507.0,73470028.0
5193,20.0,41.67,19677207.0,580.0
5194,377.0,1945.86,787488760.0,755222554.0
5195,25.0,129.66,2628704.0,36291458.0
5196,122.0,562.15,197494403.0,392709723.0
5197,40.0,239.62,68484776.0,212853116.0
5198,160.0,669.23,201846942.0,451748924.0
5199,344.0,1571.29,954023344.0,845364463.0
5200,113.0,631.52,170997435.0,256692341.0
5201,54.0,158.26,179571888.0,494428.0
5202,20.0,64.84,10638531.0,4889800.0
5203,66.0,928.52,97815710.0,325897810.0
5204,25.0,124.0,9377076.0,43085385.0
5206,45.0,285.52,41705028.0,112172170.0
5207,24.0,63.34,9135795.0,1792200.0
5208,48.0,61.67,14451250.0,663859.0
5209,150.0,641.42,388984976.0,554447764.0
5210,313.0,1742.84,1164305074.0,1001812326.0
5211,374.0,2444.74,1901744582.0,1151267873.0
5213,124.0,822.31,551054004.0,767645965.0
5214,112.0,534.88,370612490.0,510229558.0
5215,327.0,1567.92,1368256632.0,1112252362.0
5216,80.0,124.6,41213534.0,1729935.0
5217,49.0,306.22,38748682.0,277967030.0
5219,116.0,993.05,274527453.0,365802759.0
5220,219.0,1464.43,1179668680.0,876164643.0
5221,180.0,1109.44,696704211.0,690353546.0
5222,53.0,478.0,166973439.0,346459348.0
5223,25.0,79.2,3816299.0,7935411.0
5225,91.0,777.87,138629668.0,233265649.0
5226,187.0,2090.9,532632006.0,777162057.0
5227,165.0,1354.39,372682821.0,649509560.0
5228,191.0,2084.5,729229438.0,448143318.0
5229,105.0,795.57,168334045.0,299549911.0
5230,226.0,1634.4,512191305.0,641809939.0
5232,368.0,1265.0,1726671517.0,881924918.0
5233,95.0,278.4,89647524.0,220624465.0
5234,22.0,104.47,3660881.0,32110696.0
5235,130.0,918.83,288908193.0,526646853.0
5236,78.0,138.1,57749762.0,2023907.0
5237,24.0,53.77,10708072.0,2136600.0
5239,182.0,2906.45,384769874.0,744618448.0
5240,114.0,707.11,62014343.0,238923793.0
5242,12.0,56.38,7009089.0,13910688.0
5243,26.0,160.43,16927403.0,22578551.0
5244,21.0,168.88,5963900.0,22722355.0
5245,134.0,593.8,164794130.0,57761275.0
5246,284.0,3205.5,1580546881.0,559009793.0
5247,259.0,2143.2,883600328.0,439077366.0
5249,133.0,763.5,76554111.0,220421638.0
5250,209.0,1263.3,671586242.0,547023639.0
5252,124.0,1009.8,515452545.0,264856672.0
5253,470.0,5813.7,1095030442.0,1431954585.0
5254,329.0,2438.7,1121382133.0,732429118.0
5256,4.0,72.61,608794.0,26135059.0
5257,54.0,844.1,359835223.0,170353436.0
5258,195.0,1887.8,769338167.0,627640650.0
5260,303.0,3332.26,665533578.0,314718924.0
5261,180.0,1682.6,471866372.0,652933191.0
5262,210.0,4618.6,1382766263.0,963530656.0
5263,437.0,3153.13,1791366383.0,1373892717.0
5264,292.0,3007.4,1021709534.0,1214717181.0
5265,156.0,1164.1,434953530.0,268370263.0
5266,153.0,1362.49,374515807.0,168120625.0
5267,254.0,1221.46,732645111.0,362679636.0
5268,25.0,352.97,31019075.0,155056529.0
5269,26.0,138.81,7252155.0,45092346.0
5270,37.0,67.41,10282805.0,73308905.0
5271,18.0,72.0,5365951.0,5473420.0
5272,16.0,118.89,10149812.0,25558280.0
5273,22.0,100.0,18629164.0,24207492.0
5274,25.0,133.27,10993580.0,44508337.0
5275,58.0,241.04,123764817.0,3177764.0
5277,25.0,282.92,27133454.0,78172923.0
5278,19.0,106.72,6188919.0,23857093.0
5279,149.0,898.0,559428529.0,535845747.0
5280,75.0,166.73,35912310.0,2250765.0
5281,10.0,52.47,3885886.0,7527326.0
5282,20.0,47.1,20658659.0,13394.0
5283,21.0,66.02,7535043.0,33749371.0
5284,72.0,621.62,176591189.0,367333345.0
5285,48.0,73.27,18902850.0,403791.0
5286,40.0,203.98,31233312.0,22876570.0
5287,25.0,101.77,7261358.0,28065429.0
5288,120.0,148.85,52640800.0,7663600.0
5289,25.0,231.62,9835299.0,57147147.0
5290,25.0,238.85,14450884.0,65295295.0
5291,20.0,41.83,7995568.0,928900.0
5292,46.0,94.92,23519037.0,1366100.0
5293,20.0,43.0,4805051.0,3270635.0
5294,81.0,814.12,86707989.0,183123647.0
5295,21.0,33.01,5627631.0,10060961.0
5296,25.0,198.71,8893931.0,26206612.0
5297,24.0,142.5,4503133.0,22421603.0
5298,62.0,131.03,22410522.0,1574503.0
5299,24.0,66.6,11567382.0,2527000.0
5300,133.0,328.3,291203507.0,1676339.0
5301,134.0,383.24,79541880.0,34056509.0
